id,userId,message,type,read,date
136,5,New procurement request requires attention.,danger,true,2026-04-11
137,4,Contract is approaching expiry.,danger,true,2026-01-25
138,2,Purchase order has been delayed.,warning,false,2026-01-21
139,5,Vendor compliance document requires renewal.,danger,true,2025-02-27
140,5,Vendor reliability score requires review.,warning,true,2025-05-12
141,2,Vendor reliability score requires review.,success,true,2024-07-13
142,1,Purchase order has been delayed.,info,true,2025-09-15
143,5,Contract is approaching expiry.,warning,false,2025-05-26
144,1,Purchase order has been delayed.,warning,true,2025-06-20
145,6,Vendor compliance document requires renewal.,success,true,2024-01-04
146,5,Vendor compliance document requires renewal.,success,false,2025-04-16
147,5,Contract is approaching expiry.,info,false,2025-07-11
148,5,Vendor compliance document requires renewal.,info,true,2025-01-22
149,4,Purchase order delivery is approaching.,success,false,2025-08-25
150,1,New procurement request requires attention.,success,false,2024-06-24
151,5,New procurement request requires attention.,danger,false,2025-05-30
152,1,Vendor compliance document requires renewal.,info,false,2025-09-03
153,2,Contract is approaching expiry.,warning,true,2025-11-12
154,5,Purchase order has been delayed.,danger,true,2024-08-10
155,1,Vendor reliability score requires review.,info,true,2024-09-27
156,5,Vendor reliability score requires review.,warning,false,2024-09-20
157,5,Purchase order has been delayed.,info,false,2026-07-07
158,5,Invoice payment is overdue.,success,false,2025-03-02
159,3,Vendor compliance document requires renewal.,danger,true,2025-01-31
160,1,Contract is approaching expiry.,info,true,2024-03-12
161,6,Vendor reliability score requires review.,danger,false,2026-02-04
162,6,Vendor compliance document requires renewal.,warning,true,2024-11-23
163,6,Purchase order has been delayed.,warning,true,2025-10-17
164,1,Purchase order has been delayed.,info,true,2025-03-31
165,5,Contract is approaching expiry.,warning,true,2025-03-25
166,1,Contract is approaching expiry.,danger,false,2024-01-24
167,3,Purchase order delivery is approaching.,warning,false,2025-05-13
168,5,Purchase order delivery is approaching.,success,false,2024-07-24
169,6,Purchase order delivery is approaching.,warning,true,2024-05-02
170,4,Supplier performance has changed.,danger,true,2024-10-03
171,4,New procurement request requires attention.,warning,true,2024-07-20
172,1,Purchase order has been delayed.,success,false,2024-08-19
173,6,Vendor reliability score requires review.,warning,false,2025-02-22
174,4,Contract is approaching expiry.,info,false,2026-04-24
175,1,Purchase order has been delayed.,warning,false,2024-09-16
176,1,Purchase order delivery is approaching.,warning,false,2025-04-04
177,3,Vendor compliance document requires renewal.,danger,true,2024-04-29
178,5,Purchase order has been delayed.,warning,false,2024-12-17
179,6,Contract is approaching expiry.,warning,false,2025-11-10
180,3,Contract is approaching expiry.,warning,false,2025-07-29
181,4,Vendor compliance document requires renewal.,danger,true,2025-09-16
182,2,Vendor reliability score requires review.,danger,true,2024-05-18
183,6,Vendor compliance document requires renewal.,danger,false,2024-02-14
184,4,Vendor reliability score requires review.,info,false,2026-03-03
185,3,Purchase order delivery is approaching.,success,true,2025-03-24
186,6,Invoice payment is overdue.,danger,true,2024-08-30
187,5,Contract is approaching expiry.,success,false,2024-05-21
188,2,Supplier performance has changed.,warning,false,2025-10-26
189,5,Vendor compliance document requires renewal.,success,false,2026-07-03
190,4,Purchase order delivery is approaching.,info,true,2025-01-04
191,4,Supplier performance has changed.,danger,false,2025-10-18
192,5,Vendor reliability score requires review.,warning,true,2025-05-17
193,6,Purchase order delivery is approaching.,warning,true,2025-02-24
194,2,Purchase order has been delayed.,success,false,2024-01-05
195,6,Vendor compliance document requires renewal.,info,true,2026-01-17
196,1,Contract is approaching expiry.,danger,false,2026-06-01
197,3,Vendor compliance document requires renewal.,info,false,2024-03-18
198,3,Vendor reliability score requires review.,info,true,2024-02-18
199,5,Purchase order delivery is approaching.,danger,false,2024-12-30
200,6,Supplier performance has changed.,warning,false,2026-08-23
201,3,Invoice payment is overdue.,info,true,2024-04-08
202,4,New procurement request requires attention.,danger,true,2025-11-01
203,6,Purchase order has been delayed.,warning,true,2026-04-03
204,1,Supplier performance has changed.,success,true,2024-12-14
205,6,Purchase order has been delayed.,success,true,2025-05-26
206,2,Contract is approaching expiry.,info,false,2025-02-10
207,3,Vendor compliance document requires renewal.,info,true,2026-02-06
208,4,Vendor reliability score requires review.,danger,true,2026-06-04
209,1,Purchase order has been delayed.,info,true,2025-11-16
210,3,Vendor reliability score requires review.,success,false,2024-02-04
211,1,Vendor compliance document requires renewal.,warning,true,2024-05-31
212,4,Vendor compliance document requires renewal.,warning,true,2024-11-13
213,5,New procurement request requires attention.,danger,false,2024-05-23
214,4,Supplier performance has changed.,info,false,2024-07-16
215,3,Purchase order has been delayed.,danger,false,2024-03-22
216,1,Vendor compliance document requires renewal.,info,true,2025-06-04
217,3,Supplier performance has changed.,success,false,2024-12-17
218,3,Purchase order has been delayed.,warning,true,2024-03-01
219,3,Purchase order delivery is approaching.,warning,false,2024-06-16
220,5,Contract is approaching expiry.,success,true,2026-04-05
221,1,Vendor compliance document requires renewal.,warning,true,2024-01-21
222,6,Invoice payment is overdue.,success,false,2025-04-13
223,6,New procurement request requires attention.,warning,false,2024-08-20
224,2,Contract is approaching expiry.,warning,false,2025-11-26
225,4,Vendor compliance document requires renewal.,danger,false,2026-06-18
226,6,Vendor reliability score requires review.,warning,false,2026-08-23
227,4,Contract is approaching expiry.,warning,false,2026-01-06
228,3,Purchase order has been delayed.,success,true,2025-11-08
229,3,Purchase order delivery is approaching.,info,false,2025-04-06
230,6,Purchase order delivery is approaching.,info,true,2025-09-02
231,5,Purchase order has been delayed.,warning,false,2024-06-26
232,5,Contract is approaching expiry.,success,true,2025-01-23
233,6,New procurement request requires attention.,success,true,2024-05-11
234,5,Contract is approaching expiry.,danger,false,2025-06-02
235,3,Purchase order has been delayed.,info,true,2024-10-18
236,5,Purchase order delivery is approaching.,info,false,2025-10-20
237,3,Purchase order has been delayed.,info,false,2026-02-24
238,5,New procurement request requires attention.,success,false,2025-11-25
239,3,Vendor compliance document requires renewal.,warning,true,2025-10-28
240,2,Invoice payment is overdue.,warning,true,2026-07-30
241,3,New procurement request requires attention.,info,false,2025-12-09
242,1,Vendor reliability score requires review.,danger,true,2024-03-13
243,6,Invoice payment is overdue.,warning,false,2024-09-01
244,3,Purchase order has been delayed.,warning,false,2025-09-26
245,1,Purchase order has been delayed.,success,true,2024-06-08
246,5,Contract is approaching expiry.,info,true,2026-03-24
247,1,Contract is approaching expiry.,danger,false,2025-10-14
248,2,Purchase order delivery is approaching.,info,false,2024-09-19
249,3,Purchase order has been delayed.,success,false,2025-10-12
250,4,Vendor reliability score requires review.,danger,true,2025-01-13
251,1,Purchase order has been delayed.,info,false,2026-08-27
252,6,Vendor reliability score requires review.,danger,true,2025-01-29
253,6,Invoice payment is overdue.,success,false,2025-02-18
254,2,New procurement request requires attention.,success,true,2025-03-13
255,3,Purchase order has been delayed.,success,true,2026-02-26
256,4,Vendor reliability score requires review.,warning,false,2024-02-11
257,4,Invoice payment is overdue.,danger,false,2025-05-21
258,6,Supplier performance has changed.,success,true,2025-09-27
259,5,Vendor compliance document requires renewal.,success,false,2025-08-02
260,1,New procurement request requires attention.,warning,false,2024-10-01
261,1,Invoice payment is overdue.,warning,false,2026-01-05
262,5,Contract is approaching expiry.,success,false,2026-04-07
263,2,Vendor reliability score requires review.,info,false,2026-04-02
264,3,Purchase order delivery is approaching.,warning,false,2024-06-18
265,4,New procurement request requires attention.,danger,false,2024-04-11
266,3,Supplier performance has changed.,success,true,2024-07-28
267,1,Purchase order has been delayed.,success,true,2026-03-23
268,6,Invoice payment is overdue.,warning,false,2024-12-03
269,4,Purchase order delivery is approaching.,danger,true,2026-05-29
270,4,Vendor compliance document requires renewal.,warning,true,2024-05-25
271,1,Vendor reliability score requires review.,info,true,2024-06-24
272,4,Vendor compliance document requires renewal.,warning,false,2026-06-28
273,5,Purchase order has been delayed.,info,true,2024-12-25
274,1,Contract is approaching expiry.,warning,true,2025-06-09
275,6,Vendor reliability score requires review.,danger,true,2024-04-07
276,5,Vendor reliability score requires review.,warning,true,2026-06-27
277,4,Vendor compliance document requires renewal.,success,true,2026-01-17
278,5,Purchase order has been delayed.,success,false,2024-10-20
279,6,Vendor compliance document requires renewal.,success,true,2025-02-08
280,5,Purchase order has been delayed.,warning,true,2024-03-31
281,1,Supplier performance has changed.,success,false,2026-02-16
282,2,Purchase order has been delayed.,success,true,2025-03-31
283,3,Purchase order has been delayed.,success,true,2024-11-13
284,6,New procurement request requires attention.,warning,false,2026-04-08
285,1,Vendor compliance document requires renewal.,warning,false,2025-11-25
286,5,Vendor compliance document requires renewal.,success,false,2025-11-16
287,2,New procurement request requires attention.,info,true,2026-02-24
288,4,Purchase order has been delayed.,info,false,2025-04-06
289,2,Vendor compliance document requires renewal.,warning,true,2025-10-24
290,4,Vendor reliability score requires review.,warning,true,2026-07-06
291,5,Contract is approaching expiry.,warning,true,2025-10-23
292,1,Vendor reliability score requires review.,success,true,2025-10-30
293,5,Vendor compliance document requires renewal.,danger,true,2024-01-20
294,4,Supplier performance has changed.,info,false,2024-10-11
295,6,Supplier performance has changed.,danger,false,2026-07-22
296,1,Vendor compliance document requires renewal.,danger,false,2025-12-03
297,4,Vendor reliability score requires review.,info,false,2024-02-25
298,6,New procurement request requires attention.,success,false,2024-01-02
299,1,Vendor reliability score requires review.,success,false,2025-10-31
300,3,Supplier performance has changed.,danger,false,2025-12-12
301,3,Purchase order has been delayed.,warning,false,2026-05-14
302,6,Vendor compliance document requires renewal.,warning,false,2026-06-22
303,2,Contract is approaching expiry.,danger,false,2024-11-04
304,1,Vendor reliability score requires review.,warning,true,2025-03-19
305,5,Supplier performance has changed.,info,true,2024-09-04
306,2,Vendor reliability score requires review.,warning,false,2026-02-18
307,6,Contract is approaching expiry.,info,false,2025-12-20
308,4,Vendor reliability score requires review.,danger,true,2026-05-07
309,4,Supplier performance has changed.,success,false,2024-08-13
310,1,Supplier performance has changed.,success,false,2024-06-17
311,5,Vendor reliability score requires review.,danger,true,2025-10-12
312,4,Contract is approaching expiry.,success,true,2026-08-14
313,5,Vendor compliance document requires renewal.,info,false,2026-06-07
314,1,Purchase order has been delayed.,info,true,2025-03-18
315,4,Purchase order delivery is approaching.,danger,true,2024-08-13
316,4,Purchase order has been delayed.,info,false,2025-08-13
317,1,New procurement request requires attention.,info,true,2025-04-16
318,6,Purchase order has been delayed.,danger,false,2025-11-21
319,2,Purchase order delivery is approaching.,warning,false,2025-03-29
320,1,Vendor compliance document requires renewal.,info,false,2024-10-04
321,5,Vendor compliance document requires renewal.,info,true,2024-06-02
322,5,Invoice payment is overdue.,info,false,2025-07-08
323,5,New procurement request requires attention.,danger,false,2026-05-19
324,5,Contract is approaching expiry.,warning,true,2025-04-11
325,3,Vendor compliance document requires renewal.,danger,false,2024-06-30
326,4,New procurement request requires attention.,success,true,2024-01-13
327,1,Purchase order has been delayed.,info,false,2024-09-20
328,4,Supplier performance has changed.,warning,true,2024-04-28
329,2,Invoice payment is overdue.,danger,false,2026-05-28
330,2,Purchase order delivery is approaching.,info,false,2025-01-26
331,4,Purchase order delivery is approaching.,warning,true,2025-07-02
332,2,Contract is approaching expiry.,warning,false,2024-11-11
333,5,Purchase order delivery is approaching.,success,false,2024-03-22
334,4,Supplier performance has changed.,info,false,2025-11-17
335,6,Contract is approaching expiry.,success,true,2025-01-17
336,5,Vendor compliance document requires renewal.,success,false,2025-07-05
337,1,Invoice payment is overdue.,info,true,2025-01-08
338,1,Purchase order delivery is approaching.,success,false,2026-04-06
339,5,Vendor reliability score requires review.,info,false,2026-07-13
340,4,Vendor reliability score requires review.,warning,false,2026-01-21
341,3,New procurement request requires attention.,warning,true,2026-02-27
342,3,Purchase order delivery is approaching.,warning,true,2025-09-11
343,2,New procurement request requires attention.,success,false,2025-07-27
344,5,Purchase order delivery is approaching.,info,true,2025-03-20
345,5,Vendor reliability score requires review.,info,false,2025-11-25
346,1,Vendor compliance document requires renewal.,info,false,2024-11-11
347,1,Vendor compliance document requires renewal.,danger,false,2024-04-08
348,1,Purchase order has been delayed.,danger,true,2026-05-05
349,5,New procurement request requires attention.,success,true,2025-02-23
350,4,Vendor reliability score requires review.,info,false,2026-01-28
351,5,Supplier performance has changed.,success,false,2025-11-25
352,1,New procurement request requires attention.,danger,false,2025-12-29
353,6,Supplier performance has changed.,danger,true,2024-10-18
354,1,Vendor reliability score requires review.,success,true,2024-07-21
355,1,Supplier performance has changed.,info,false,2024-04-04
356,4,Supplier performance has changed.,danger,true,2026-03-02
357,2,New procurement request requires attention.,warning,false,2025-03-05
358,3,Purchase order delivery is approaching.,warning,false,2026-06-03
359,5,Invoice payment is overdue.,success,false,2024-03-18
360,5,Vendor reliability score requires review.,info,true,2024-05-19
361,4,Invoice payment is overdue.,success,false,2026-08-12
362,5,Contract is approaching expiry.,success,false,2026-07-30
363,4,Purchase order has been delayed.,info,false,2025-08-14
364,3,Contract is approaching expiry.,danger,true,2024-08-28
365,5,Supplier performance has changed.,warning,false,2024-07-22
366,6,New procurement request requires attention.,warning,true,2024-04-03
367,2,Vendor reliability score requires review.,info,true,2024-11-16
368,6,Supplier performance has changed.,danger,false,2025-09-08
369,3,Purchase order delivery is approaching.,warning,true,2024-08-03
370,5,Supplier performance has changed.,warning,true,2024-06-09
371,2,Purchase order has been delayed.,warning,true,2025-05-31
372,2,Purchase order has been delayed.,success,true,2025-04-18
373,3,Contract is approaching expiry.,warning,true,2025-11-28
374,6,Invoice payment is overdue.,success,false,2024-08-28
375,3,Contract is approaching expiry.,info,true,2025-08-05
376,3,Purchase order has been delayed.,danger,false,2026-08-23
377,4,Contract is approaching expiry.,info,false,2024-07-21
378,2,Supplier performance has changed.,info,true,2025-03-06
379,6,New procurement request requires attention.,warning,false,2026-01-07
380,5,Vendor reliability score requires review.,warning,true,2025-09-19
381,3,Vendor reliability score requires review.,danger,true,2025-06-15
382,4,Contract is approaching expiry.,warning,false,2025-06-18
383,4,Contract is approaching expiry.,success,false,2024-01-24
384,4,Contract is approaching expiry.,warning,false,2026-01-11
385,2,Vendor compliance document requires renewal.,info,true,2025-01-11
386,3,Contract is approaching expiry.,success,false,2024-05-27
387,2,Purchase order delivery is approaching.,danger,false,2025-01-17
388,1,Purchase order delivery is approaching.,info,false,2024-07-21
389,2,Purchase order has been delayed.,info,true,2026-05-05
390,3,Purchase order delivery is approaching.,warning,false,2025-05-03
391,3,Vendor compliance document requires renewal.,danger,true,2026-01-23
392,4,Purchase order delivery is approaching.,success,false,2025-08-27
393,5,Purchase order has been delayed.,info,true,2026-06-01
394,6,Supplier performance has changed.,success,true,2025-07-06
395,5,Purchase order delivery is approaching.,success,true,2025-11-01
396,2,Vendor compliance document requires renewal.,warning,false,2025-12-05
397,6,Supplier performance has changed.,success,false,2026-03-22
398,4,New procurement request requires attention.,warning,false,2024-04-26
399,2,Supplier performance has changed.,danger,true,2026-08-19
400,2,Contract is approaching expiry.,info,true,2026-03-14
401,3,Vendor compliance document requires renewal.,warning,false,2026-03-30
402,2,Vendor compliance document requires renewal.,info,true,2025-06-14
403,1,Purchase order has been delayed.,info,false,2024-02-15
404,6,Vendor compliance document requires renewal.,success,false,2024-12-14
405,1,Vendor reliability score requires review.,danger,true,2025-06-15
406,6,Contract is approaching expiry.,success,true,2025-01-25
407,2,Vendor compliance document requires renewal.,info,false,2025-12-11
408,2,Purchase order has been delayed.,warning,false,2026-03-25
409,1,Vendor reliability score requires review.,success,false,2025-10-28
410,2,Vendor reliability score requires review.,warning,false,2025-09-04
411,3,Vendor compliance document requires renewal.,success,false,2025-10-03
412,1,Vendor compliance document requires renewal.,warning,true,2024-05-23
413,2,Supplier performance has changed.,success,true,2025-11-24
414,5,Vendor compliance document requires renewal.,info,true,2024-04-03
415,1,Purchase order has been delayed.,info,false,2025-09-02
416,6,Contract is approaching expiry.,success,false,2024-01-27
417,2,Vendor compliance document requires renewal.,info,false,2025-07-25
418,6,New procurement request requires attention.,warning,false,2024-08-02
419,4,Contract is approaching expiry.,info,true,2024-06-26
420,4,Purchase order has been delayed.,danger,false,2024-08-05
421,5,Invoice payment is overdue.,info,true,2025-12-01
422,5,Vendor reliability score requires review.,warning,true,2025-06-08
423,3,Invoice payment is overdue.,info,false,2025-08-06
424,4,Supplier performance has changed.,danger,false,2024-06-29
425,1,Purchase order delivery is approaching.,info,true,2026-04-10
426,5,Purchase order has been delayed.,warning,false,2024-06-19
427,5,Purchase order delivery is approaching.,success,true,2024-05-05
428,2,Vendor compliance document requires renewal.,warning,false,2024-11-12
429,4,Vendor reliability score requires review.,success,true,2024-05-14
430,6,Invoice payment is overdue.,info,true,2024-03-14
431,4,Purchase order delivery is approaching.,danger,true,2024-11-11
432,2,Invoice payment is overdue.,success,false,2026-05-26
433,3,Purchase order delivery is approaching.,info,false,2025-09-17
434,2,Vendor reliability score requires review.,danger,true,2024-01-25
435,3,Purchase order delivery is approaching.,danger,false,2024-05-13
436,4,Contract is approaching expiry.,danger,true,2025-07-20
437,5,Purchase order delivery is approaching.,info,false,2024-08-18
438,1,Vendor reliability score requires review.,info,true,2025-04-15
439,5,Contract is approaching expiry.,warning,true,2024-08-18
440,4,Contract is approaching expiry.,success,true,2025-07-10
441,6,Vendor reliability score requires review.,info,true,2025-11-09
442,4,Vendor reliability score requires review.,success,true,2026-05-20
443,5,Purchase order delivery is approaching.,warning,true,2024-03-17
444,3,Vendor compliance document requires renewal.,danger,true,2026-06-05
445,6,Invoice payment is overdue.,danger,true,2026-08-16
446,4,Purchase order has been delayed.,success,false,2024-06-09
447,1,New procurement request requires attention.,warning,true,2025-12-13
448,6,Vendor reliability score requires review.,danger,true,2025-12-07
449,6,Supplier performance has changed.,success,true,2024-07-30
450,3,Vendor reliability score requires review.,info,false,2025-12-28
451,2,Vendor compliance document requires renewal.,success,false,2024-03-10
452,1,New procurement request requires attention.,warning,false,2026-08-18
453,1,Purchase order has been delayed.,success,true,2026-06-18
454,3,Purchase order delivery is approaching.,warning,true,2024-07-30
455,2,Contract is approaching expiry.,info,false,2025-03-29
456,2,Vendor reliability score requires review.,success,false,2024-01-01
457,4,New procurement request requires attention.,info,true,2024-12-12
458,5,Vendor compliance document requires renewal.,danger,false,2024-09-01
459,2,Vendor reliability score requires review.,success,false,2024-08-18
460,6,Supplier performance has changed.,danger,false,2024-07-24
461,2,Purchase order delivery is approaching.,warning,true,2025-12-20
462,1,Vendor reliability score requires review.,warning,true,2025-02-05
463,2,Vendor compliance document requires renewal.,danger,false,2024-02-14
464,1,New procurement request requires attention.,danger,true,2025-10-25
465,1,New procurement request requires attention.,danger,false,2024-01-06
466,1,Invoice payment is overdue.,warning,false,2026-06-07
467,3,New procurement request requires attention.,danger,false,2025-10-20
468,2,Vendor reliability score requires review.,info,true,2026-02-20
469,6,Vendor reliability score requires review.,success,true,2024-06-22
470,1,Purchase order delivery is approaching.,danger,false,2024-04-17
471,5,Vendor reliability score requires review.,danger,true,2026-05-13
472,5,Purchase order delivery is approaching.,danger,false,2024-02-03
473,4,Supplier performance has changed.,info,true,2025-02-03
474,4,Purchase order has been delayed.,warning,true,2024-10-14
475,4,Purchase order delivery is approaching.,danger,true,2025-11-08
476,2,New procurement request requires attention.,success,false,2024-12-20
477,4,Purchase order has been delayed.,success,true,2024-05-25
478,1,New procurement request requires attention.,danger,true,2026-06-30
479,1,Invoice payment is overdue.,danger,false,2024-08-20
480,3,Purchase order has been delayed.,danger,false,2024-03-31
481,3,New procurement request requires attention.,success,false,2024-04-27
482,6,Purchase order has been delayed.,warning,false,2024-08-11
483,1,New procurement request requires attention.,warning,false,2024-12-29
484,1,Vendor reliability score requires review.,info,true,2025-10-05
485,5,Vendor reliability score requires review.,danger,false,2024-11-08
486,4,Invoice payment is overdue.,warning,false,2026-07-22
487,3,Contract is approaching expiry.,danger,true,2025-08-30
488,3,Invoice payment is overdue.,danger,true,2024-02-08
489,5,Vendor reliability score requires review.,success,false,2024-11-27
490,1,Purchase order delivery is approaching.,warning,false,2025-11-11
491,3,Purchase order has been delayed.,info,true,2026-05-06
492,2,Vendor compliance document requires renewal.,info,false,2024-10-29
493,1,Purchase order has been delayed.,info,false,2024-01-14
494,2,Contract is approaching expiry.,warning,true,2024-12-09
495,3,Invoice payment is overdue.,info,true,2024-09-17
496,6,Purchase order delivery is approaching.,danger,false,2024-07-09
